ID	Name	Level	Type	MaxNum	Quality	AutoSell	Use	BuyPrice	GoldPrice	GongDe	Recovery	Desc	Legend	Icon	MinAttack	MaxAttack	MinDefence	MaxDefence	MinWAttack	MaxWAttack	MinMAttack	MaxMAttack	MinGAttack	MaxGAttack	MinPAttack	MaxPAttack	MinDodge	MaxDodge	MinBang	MaxBang	MinASpeed	MaxASpeed	MinMSpeed	MaxMSpeed	MinAntiMine	MaxAntiMine	Body	Soul	UseLimit
3064	紫门谷信物		18	1	7		1				1	紫门谷的门派信物，灵根达到条件时，可进入门派		290	64	4	81																						
3065	碧凌谷信物		18	1	7		1				1	碧凌谷的门派信物，灵根达到条件时，可进入门派		290	65	5	81																						
3066	魔泯宫信物		18	1	7		1				1	魔泯宫的门派信物，灵根达到条件时，可进入门派		290	66	1	81																						
3067	碧宵宫信物		18	1	7		1				1	碧宵宫的门派信物，灵根达到条件时，可进入门派		290	67	2	81																						
3068	玉女宫信物		18	1	7		1				1	玉女宫的门派信物，灵根达到条件时，可进入门派		290	68	3	81																						
3069	天道宗信物		18	1	7		1				1	天道宗的门派信物，灵根达到条件时，可进入门派		290	69	4	81																						
3070	天衍宗信物		18	1	7		1				1	天衍宗的门派信物，灵根达到条件时，可进入门派		290	70	5	81																						
3071	百媚宫信物		18	1	7		1				1	百媚宫的门派信物，灵根达到条件时，可进入门派		290	71	1	81																						
3072	天鉴宗信物		18	1	8		1				1	天鉴宗的门派信物，灵根达到条件时，可进入门派		290	72	2	91																						
3073	青云门信物		18	1	8		1				1	青云门的门派信物，灵根达到条件时，可进入门派		290	73	3	91																						
3074	飘渺宗信物		18	1	8		1				1	飘渺宗的门派信物，灵根达到条件时，可进入门派		290	74	4	91																						
3075	宵水宗信物		18	1	8		1				1	宵水宗的门派信物，灵根达到条件时，可进入门派		290	75	5	91																						
3076	赤血宗信物		18	1	8		1				1	赤血宗的门派信物，灵根达到条件时，可进入门派		290	76	1	91																						
3077	嗜魔宗信物		18	1	8		1				1	嗜魔宗的门派信物，灵根达到条件时，可进入门派		290	77	2	91																						
3078	鬼王宗信物		18	1	8		1				1	鬼王宗的门派信物，灵根达到条件时，可进入门派		290	78	3	91																						
3079	紫霄宗信物		18	1	8		1				1	紫霄宗的门派信物，灵根达到条件时，可进入门派		290	79	4	91																						
3080	无极宗信物		18	1	8		1				1	无极宗的门派信物，灵根达到条件时，可进入门派		290	80	5	91																						
3081	魔神宗信物		18	1	9		1				1	魔神宗的门派信物，灵根达到条件时，可进入门派		290	81	1	101																						
3082	万佛宗信物		18	1	9		1				1	万佛宗的门派信物，灵根达到条件时，可进入门派		290	82	2	101																						
3083	五灵宗信物		18	1	9		1				1	五灵宗的门派信物，灵根达到条件时，可进入门派		290	83	3	101																						
3084	玄天宗信物		18	1	9		1				1	玄天宗的门派信物，灵根达到条件时，可进入门派		290	84	4	101																						
3085	神兽宗信物		18	1	9		1				1	神兽宗的门派信物，灵根达到条件时，可进入门派		290	85	5	101																						
3086	天阳宗信物		18	1	9		1				1	天阳宗的门派信物，灵根达到条件时，可进入门派		290	86	1	101																						
3087	玄武宗信物		18	1	9		1				1	玄武宗的门派信物，灵根达到条件时，可进入门派		290	87	2	101																						
3088	蜀山派信物		18	1	9		1				1	蜀山派的门派信物，灵根达到条件时，可进入门派		290	88	3	101																						
4003	[逐日]追魂弓	1	11	1	5		0				25	可在战斗中增加41~550点攻击，对妖族有额外伤害加成。	自上古流传下来的神弓，采用神秘材料打造的秘器，一旦锁定目标，箭出必要见血，威胁巨大，让人防不胜防	214	141	550	0	0	48	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4004	[逐日]飞凤弓	1	11	1	7		0				35	可在战斗中增加61~770点攻击，对妖族有额外伤害加成。	神木梧桐炼制的宝弓，因神兽凤凰常年栖居桐木之上，天生自带凤火属性，其神圣的净化能力对妖族杀伤巨大	215	161	770	0	0	72	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4005	[逐日]贪狼弓	1	11	1	9		0				45	可在战斗中增加81~990点攻击，对妖族有额外伤害加成。	煞气浓郁的黑色石弓，相传是贪狼遗留人间的碎骨所炼制，煞气融入箭矢之中，杀伤力惊人！但若无足够定力，持弓者都极有可能为煞气乘虚而入，迷失心智	216	181	990	0	0	96	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4014	[星辰]破天剑	1	11	1	5		0				25	可在战斗中增加41~550点攻击，对魔族有额外伤害加成。	上古流传下来的名剑，不知来历，但是威势惊人，剑若出鞘，剑气破云，因而得名	188	141	550	0	0	0	0	48	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4015	[月光]天魔剑	1	11	1	5		0				25	可在战斗中增加41~550点攻击，对鬼族有额外伤害加成。	采用天魔角打造而成的魔剑，剑出之时，伴随着天魔怒啸，魔气滚滚而出，对于魔族以及鬼族有着先天压制，即便修炼灵气的正道人士，与之相斗，也会显得束手束脚，怕为魔气所侵害	189	141	550	0	0	0	0	0	0	48	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4016	[星辰]燕支剑	1	11	1	6		0				30	可在战斗中增加51~660点攻击，对魔族有额外伤害加成。	上古流传下来的名剑，不知来历，剑尖诡异如春燕展翅，其上镶嵌有一个音波攻击阵法，剑动之时如百燕齐鸣，扰人心智。	190	151	660	0	0	0	0	60	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4017	[月光]含光剑	1	11	1	6		0				30	可在战斗中增加51~660点攻击，对鬼族有额外伤害加成。	采自万丈雪山下的冰晶精华炼制而成的神兵，寒气逼人，剑身透明，灵力蕴藏在上，剑动之时，湛湛生辉，犹如光带，炫丽与杀机并存	191	151	660	0	0	0	0	0	0	60	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4018	[星辰]承影剑	1	11	1	7		0				35	可在战斗中增加61~770点攻击，对魔族有额外伤害加成。	未知材质打造的上古名剑，剑身薄如蝉翼，锋利无匹，即便佛门金刚不坏身大成者，也不敢以肉身与之拼斗	192	161	770	0	0	0	0	72	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4019	[月光]灭魂剑	1	11	1	7		0				35	可在战斗中增加61~770点攻击，对鬼族有额外伤害加成。	天外神秘陨铁打造的神剑，具有吸收元神的诡异功效，灵魂体和元神体一旦被其所伤，都会被其吸收，是鬼族的克星	193	161	770	0	0	0	0	0	0	72	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4020	[星辰]白虹剑	1	11	1	8		0				40	可在战斗中增加71~880点攻击，对魔族有额外伤害加成。	上古高人采集九天灵雾炼制而成的神器，平时为无形彩雾缚于手腕，对敌时化剑而出，气势如虹，可在有形无质、有质无形之间随意转换，极难对付	194	171	880	0	0	0	0	84	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4021	[月光]九阳剑	1	11	1	8		0				40	可在战斗中增加71~880点攻击，对鬼族有额外伤害加成。	采用万年玄精钨铁锻造而成，剑身为九个并排的太阳雕刻，持有者可将灵力关注其内，传闻若是九日皆注满灵力，才能发挥出神剑的真正威力，可移山填海，甚至切下九天星辰	195	171	880	0	0	0	0	0	0	84	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4022	[星辰]太荒剑	1	11	1	9		0				45	可在战斗中增加81~990点攻击，对魔族有额外伤害加成。	天生地养的先天剑胎，无锋无鞘，重逾千斤，出剑之时地动山摇，威势惊人，犹如与整个大敌为战，这种先天神器，无人敢小觑	195	181	990	0	0	0	0	96	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4023	[月光]天问剑	1	11	1	9		0				45	可在战斗中增加81~990点攻击，对鬼族有额外伤害加成。	九天星陨石中孕育的先天神器，天铸神形，内蕴先天剑阵，一剑出，万剑相合，剑气冲九霄，让敌者心胆俱裂	195	181	990	0	0	0	0	0	0	96	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4032	[天罡]玄冥刀	1	11	1	5		0				25	可在战斗中增加41~550点攻击，对人族有额外伤害加成。	修真界臭名昭彰的鬼器，以万鬼戾气炼制，一旦出鞘，周围百丈鬼气森森，犹如玄冥地狱，而鬼气无孔不入，对生命体有着极大的伤害	204	141	550	0	0	0	0	0	0	0	0	48	70	0	0	0	0	0	0	0	0	0	0	0	0	
4033	[鸿运]灭世刀	1	11	1	5		0				25	可在战斗中增加41~50点攻击，最高增加525暴击，战斗中有机会进入狂暴状态。	魔器，相传初代主人乃是千年前一统魔族的灭世老人，后虽被封印，但威势犹存，魔刀所向，万魔拜服。	205	41	50	0	0	0	0	0	0	0	0	0	0	0	0	13	525	0	0	0	0	0	0	0	0	
4034	[天罡]辟魔刀	1	11	1	6		0				30	可在战斗中增加51~560点攻击，对人族有额外伤害加成。	上古流传下来的魔刀，相传是由魔族锻造大师亲手打造，据说专门加入了对付人族的魔法，对人族的伤害尤其巨大	206	151	560	0	0	0	0	0	0	0	0	60	100	0	0	0	0	0	0	0	0	0	0	0	0	
4035	[鸿运]雷光刀	1	11	1	6		0				30	可在战斗中增加51~60点攻击，最高增加630暴击，战斗中有机会进入狂暴状态。	炼器高人收集九天神雷打造的神兵宝器，自带雷电属性，攻击惊人，先天克制邪物，是正道护道之器之一	207	51	60	0	0	0	0	0	0	0	0	0	0	0	0	16	630	0	0	0	0	0	0	0	0	
4036	[天罡]星虹刀	1	11	1	7		0				35	可在战斗中增加61~570点攻击，对人族有额外伤害加成。	天外陨石精华炼造的宝刀，刀芒之中伴随着点点星辉，灿烂之中却蕴藏莫名杀机，尤其对灵力有着极强的穿透力，让人忌惮	208	161	570	0	0	0	0	0	0	0	0	72	124	0	0	0	0	0	0	0	0	0	0	0	0	
4037	[鸿运]青魔刀	1	11	1	7		0				35	可在战斗中增加61~70点攻击，最高增加735暴击，战斗中有机会进入狂暴状态。	以魔兽青魔角打造的兵刃，刀身坚固异常，而青魔角本身就具有震荡心魂的效果，与之战斗，需要始终心神守一，否则后果难料	209	61	70	0	0	0	0	0	0	0	0	0	0	0	0	19	735	0	0	0	0	0	0	0	0	
4038	[天罡]蚀天刀	1	11	1	8		0				40	可在战斗中增加71~580点攻击，对人族有额外伤害加成。	凝聚万灵戾气滋生的先天魔器，刀身漆黑如同黑洞一般，可吞蚀生灵心智，在修道界臭名昭彰，但却为魔族所追捧，被封为十大魔器之一	210	171	580	0	0	0	0	0	0	0	0	84	150	0	0	0	0	0	0	0	0	0	0	0	0	
4039	[鸿运]青龙刀	1	11	1	8		0				40	可在战斗中增加71~80点攻击，最高增加840暴击，战斗中有机会进入狂暴状态。	相传是青龙的脊椎骨打造的神兵，刀身雕刻龙鳞如同真龙降世，出刀之时，龙吟震天，威势惊人	211	71	80	0	0	0	0	0	0	0	0	0	0	0	0	22	840	0	0	0	0	0	0	0	0	
4040	[天罡]墨魂刀	1	11	1	9		0				45	可在战斗中增加81~590点攻击，对人族有额外伤害加成。	上古流传下来的魔器，用三十万人族生魂与精血打造的魔兵，噬灵夺魄，为正道人士最想毁掉却又忌惮不已的魔兵	211	181	590	0	0	0	0	0	0	0	0	96	178	0	0	0	0	0	0	0	0	0	0	0	0	
4041	[鸿运]死狱刀	1	11	1	9		0				45	可在战斗中增加81~90点攻击，最高增加950暴击，战斗中有机会进入狂暴状态。	相传是来自幽冥地府的通幽鬼兵，刀身雕刻十八层地狱景象，随着使用者能力越高，就能打通地狱的通道，释放地狱恶鬼配合作战，恐怖无边	211	81	90	0	0	0	0	0	0	0	0	0	0	0	0	25	950	0	0	0	0	0	0	0	0	
4050	[雷霆]肃魂袍	1	13	1	5		0				25	渡劫时增加41~550点雷抗	修真界出名的防御类法袍，对于雷电攻击以及精神攻击都有着很好的防御效果	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	550	90	0	
4051	[玄武]破魄袍	1	13	1	5		0				25	战斗时增加41~550点防御	修真界出名的防御类法袍，可帮助穿戴着抱元守一，不易受到心魂冲击	269	0	0	141	550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	
4052	[雷霆]灭魔袍	1	13	1	6		0				30	渡劫时增加51~660点雷抗	对魔气和鬼气都有很好的防御效果，穿戴在身，魔气自动避退，不可侵身	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	660	100	0	
4053	[玄武]游龙袍	1	13	1	6		0				30	战斗时增加51~660点防御	绢绣有五爪金龙的极品法袍，一旦激发，金龙盘绕周身游走，防御大增	271	0	0	151	660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	
4054	[雷霆]青云袍	1	13	1	7		0				35	渡劫时增加61~770点雷抗	蓝青色的流云飞袍，攻防一体，是修界极品法袍之一，激发之后十丈之内云雾缭绕，不但防御惊人，还能隐藏自身行踪	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	770	120	0	
4055	[玄武]八卦袍	1	13	1	7		0				35	战斗时增加61~770点防御	将先天八卦阵融入法袍之中，不仅助长了防御，甚至还为穿戴者增加了五行攻击属性	273	0	0	161	770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	
4056	[雷霆]两仪袍	1	13	1	8		0				40	渡劫时增加71~880点雷抗	太极门历代门主所穿的法袍，其上的两仪道图凝聚有历代掌门的修为，防御几不可破，乃是太极门的镇派之宝	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	880	150	0	
4057	[玄武]雷神袍	1	13	1	8		0				40	战斗时增加71~880点防御	用九天神雷炼制的法袍，不但百邪不侵，还能附加雷电攻击效果，诸多妙用，为拥有者自知	275	0	0	171	880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	
4066	[风行]如意靴	1	12	1	5		0				25	增加速度41~550点，速度高可优先攻击。	极难炼制的战靴，身随意动，极大的增加了穿戴着的应变能力，高手过招，快一分说不得就能分出胜负	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	550	0	0	0	0	0	0	
4067	[云动]乾坤靴	1	12	1	5		0				25	增加闪避41~550点，有机会躲过敌人的攻击。	将乾坤法阵融入战靴之中，周围自称一方小世界，穿戴者在一定范围内速若流光	237	0	0	0	0	0	0	0	0	0	0	0	0	41	550	0	0	0	0	0	0	0	0	0	0	
4068	[风行]九天靴	1	12	1	6		0				30	增加速度51~660点，速度高可优先攻击。	九天战靴内有九天战阵，不仅可以提升穿戴这的移动速度，而且只要穿戴着境界足够，每激活一层天，移动速度都将得到倍数增加	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	660	0	0	0	0	0	0	
4069	[云动]破天靴	1	12	1	6		0				30	增加闪避51~660点，有机会躲过敌人的攻击。	将破天剑阵融入战靴之中，在增加穿戴着移动速度的同时，还能在脚下招出破天剑气，御剑而行，不仅速度暴增，还能破除敌人结界与防御	239	0	0	0	0	0	0	0	0	0	0	0	0	51	660	0	0	0	0	0	0	0	0	0	0	
4070	[风行]龙鳞靴	1	12	1	7		0				35	增加速度61~770点，速度高可优先攻击。	真正的龙鳞炼制的战靴，增加移动速度的同时，还可以在激发后化成龙鳞护体，增加自身防御	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	770	0	0	0	0	0	0	
4071	[云动]八卦靴	1	12	1	7		0				35	增加闪避61~770点，有机会躲过敌人的攻击。	先天八卦攻防一体，穿戴此战靴，十丈内敌不可侵	241	0	0	0	0	0	0	0	0	0	0	0	0	61	770	0	0	0	0	0	0	0	0	0	0	
4072	[风行]两仪靴	1	12	1	8		0				40	增加速度71~880点，速度高可优先攻击。	战靴内融入先天两仪阵，穿戴着可在周围十丈瞬间移动，让敌人防不胜防	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	880	0	0	0	0	0	0	
4073	[云动]雷神靴	1	12	1	8		0				40	增加闪避71~880点，有机会躲过敌人的攻击。	九天神雷炼制的神秘战靴，穿戴着周身电光缭绕，速度比之雷电不遑多让，更能让每次攻击附带电击效果	243	0	0	0	0	0	0	0	0	0	0	0	0	71	880	0	0	0	0	0	0	0	0	0	0	
4074	[玄武]青玉仙袍	1	13	1	10		0				40	战斗时增加1150~1600点防御	三十三天的仙官们常用的仙袍。	411	0	0	150	1600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	
4075	[玄武]摄魂仙袍	1	13	1	11		0				40	战斗时增加1300~1800点防御	阴曹地府的鬼修们最喜欢的法袍之一，法袍上隐隐发出亡者的哀嚎。	404	0	0	200	1800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	
4076	[玄武]白羽仙袍	1	13	1	12		0				40	战斗时增加1450~2000点防御	取白泽、仙鹤等各类仙兽白羽炼制而成，穿上此袍，飞天遁地之时，更是如虎添翼。	405	0	0	250	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	
4077	[玄武]凤血魔袍	1	13	1	13		0				40	战斗时增加1600~2200点防御	大魔天的仙器师每炼制一件凤血魔袍，就需要血祭一只凤凰。因此凤凰一族见到穿此法袍者，必将追杀到天荒地老！	410	0	0	300	2200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	
4078	[玄武]血夜鬼王袍	1	13	1	14		0				40	战斗时增加1750~2400点防御	永远弥漫着鲜血的味道，阴曹地府的鬼王们，无不以拥有此袍为荣！	409	0	0	350	2400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	
4079	[玄武]幽冥袍	1	13	1	15		0				40	战斗时增加1900~2600点防御	大魔天原本一界之主：绿袍老祖常年穿此法袍，在其陨落之后，各种大小魔头纷纷效仿。	407	0	0	400	2600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	
4080	[玄武]冥夜袍	1	13	1	16		0				40	战斗时增加2050~2800点防御	“冥夜必将来临，只有冥界才是所有人最终的归宿！”炼此法袍的鬼修们对自己选择的长生大道坚信无比！	406	0	0	450	2800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	
4081	[玄武]太乙仙袍	1	13	1	17		0				40	战斗时增加2300~3000点防御	传闻此袍为玉皇天的太乙真人亲手炼制，三十三天的仙人们，最想要的仙家法袍。	408	0	0	500	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	
4082	[长生]青玉仙袍	1	13	1	10		0				40	战斗时增加150~600点防御,10150点生命	三十三天的仙官们常用的仙袍。	411	0	0	150	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10150	0	
4083	[长生]摄魂仙袍	1	13	1	11		0				40	战斗时增加200~650点防御,11650点生命	阴曹地府的鬼修们最喜欢的法袍之一，法袍上隐隐发出亡者的哀嚎。	404	0	0	200	650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11650	0	
4084	[长生]白羽仙袍	1	13	1	12		0				40	战斗时增加250~700点防御,13150点生命	取白泽、仙鹤等各类仙兽白羽炼制而成，穿上此袍，飞天遁地之时，更是如虎添翼。	405	0	0	250	700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13150	0	
4085	[长生]凤血魔袍	1	13	1	13		0				40	战斗时增加300~750点防御,14650点生命	大魔天的仙器师每炼制一件凤血魔袍，就需要血祭一只凤凰。因此凤凰一族见到穿此法袍者，必将追杀到天荒地老！	410	0	0	300	750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14650	0	
4086	[长生]血夜鬼王袍	1	13	1	14		0				40	战斗时增加350~800点防御,16150点生命	永远弥漫着鲜血的味道，阴曹地府的鬼王们，无不以拥有此袍为荣！	409	0	0	350	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16150	0	
4087	[长生]幽冥袍	1	13	1	15		0				40	战斗时增加400~850点防御,17650点生命	大魔天原本一界之主：绿袍老祖常年穿此法袍，在其陨落之后，各种大小魔头纷纷效仿。	407	0	0	400	850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17650	0	
4088	[长生]冥夜袍	1	13	1	16		0				40	战斗时增加450~900点防御,19150点生命	“冥夜必将来临，只有冥界才是所有人最终的归宿！”炼此法袍的鬼修们对自己选择的长生大道坚信无比！	406	0	0	450	900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19150	0	
4089	[长生]太乙仙袍	1	13	1	17		0				40	战斗时增加500~1000点防御,20150点生命	传闻此袍为玉皇天的太乙真人亲手炼制，三十三天的仙人们，最想要的仙家法袍。	408	0	0	500	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20150	0	
5001	一品洗髓仙丹	1	19	99	10		1		30	300	1	永久增加100点攻击，此枚丹药服用超过100颗会产生丹毒。		115	100	100																							100
5002	一品浑天仙丹	1	19	99	10		1		30	300	1	永久增加100点防御，此枚丹药服用超过100颗会产生丹毒。		116			100	100																					100
5003	一品体魄仙丹	1	19	99	10		1		30	300	1	永久增加1000点生命，此枚丹药服用超过100颗会产生丹毒。		117																							1000		100
5004	一品灵动仙丹	1	19	99	10		1		30	300	1	永久增加100点闪避，此枚丹药服用超过100颗会产生丹毒。		118													100	100											100
5005	一品血煞仙丹	1	19	99	10		1		30	300	1	永久增加100点暴击，此枚丹药服用超过100颗会产生丹毒。		119															100	100									100
5006	一品雷元仙丹	1	19	99	10		1		30	300	1	永久增加100点雷抗，此枚丹药服用超过100颗会产生丹毒。		120																					100	100			100
5007	一品风行仙丹	1	19	99	10		1		30	300	1	永久增加100点速度，此枚丹药服用超过100颗会产生丹毒。		121																	100	100							100
5008	一品天罡仙丹	1	19	99	10		1		30	300	1	永久增加100点对鬼族伤害，此枚丹药服用超过100颗会产生丹毒。		122									100	100															100
5009	一品镇妖仙丹	1	19	99	10		1		30	300	1	永久增加100点对妖族伤害，此枚丹药服用超过100颗会产生丹毒。		123					100	100																			100
5010	二品洗髓仙丹	1	19	99	11		1		33	330	1	永久增加110攻击，此枚丹药服用超过100颗会产生丹毒。		115	110	110																							200
5011	二品浑天仙丹	1	19	99	11		1		33	330	1	永久增加110防御，此枚丹药服用超过100颗会产生丹毒。		116			110	110																					200
5012	二品体魄仙丹	1	19	99	11		1		33	330	1	永久增加1100点生命，此枚丹药服用超过100颗会产生丹毒。		117																							1100		200
5013	二品灵动仙丹	1	19	99	11		1		33	330	1	永久增加110闪避，此枚丹药服用超过100颗会产生丹毒。		118													110	110											200
5014	二品血煞仙丹	1	19	99	11		1		33	330	1	永久增加110暴击，此枚丹药服用超过100颗会产生丹毒。		119															110	110									200
5015	二品雷元仙丹	1	19	99	11		1		33	330	1	永久增加110雷抗，此枚丹药服用超过100颗会产生丹毒。		120																					110	110			200
5016	二品风行仙丹	1	19	99	11		1		33	330	1	永久增加110速度，此枚丹药服用超过100颗会产生丹毒。		121																	110	110							200
5017	二品天罡仙丹	1	19	99	11		1		33	330	1	永久增加110对鬼族伤害，此枚丹药服用超过100颗会产生丹毒。		122									110	110															200
5018	二品镇妖仙丹	1	19	99	11		1		33	330	1	永久增加110对妖族伤害，此枚丹药服用超过100颗会产生丹毒。		123					110	110																			200
5019	三品洗髓仙丹	1	19	99	12		1		36	360	1	永久增加120点攻击，此枚丹药服用超过100颗会产生丹毒。		115	120	120																							300
5020	三品浑天仙丹	1	19	99	12		1		36	360	1	永久增加120点防御，此枚丹药服用超过100颗会产生丹毒。		116			120	120																					300
5021	三品体魄仙丹	1	19	99	12		1		36	360	1	永久增加1200点生命，此枚丹药服用超过100颗会产生丹毒。		117																							1200		300
5022	三品灵动仙丹	1	19	99	12		1		36	360	1	永久增加120点闪避，此枚丹药服用超过100颗会产生丹毒。		118													120	120											300
5023	三品血煞仙丹	1	19	99	12		1		36	360	1	永久增加120点暴击，此枚丹药服用超过100颗会产生丹毒。		119															120	120									300
5024	三品雷元仙丹	1	19	99	12		1		36	360	1	永久增加120点雷抗，此枚丹药服用超过100颗会产生丹毒。		120																					120	120			300
5025	三品风行仙丹	1	19	99	12		1		36	360	1	永久增加120点速度，此枚丹药服用超过100颗会产生丹毒。		121																	120	120							300
5026	三品天罡仙丹	1	19	99	12		1		36	360	1	永久增加120点对鬼族伤害，此枚丹药服用超过100颗会产生丹毒。		122									120	120															300
5027	三品镇妖仙丹	1	19	99	12		1		36	360	1	永久增加120点对妖族伤害，此枚丹药服用超过100颗会产生丹毒。		123					120	120																			300
5028	四品洗髓仙丹	1	19	99	13		1		39	390	1	永久增加130点攻击，此枚丹药服用超过100颗会产生丹毒。		115	130	130																							400
5029	四品浑天仙丹	1	19	99	13		1		39	390	1	永久增加130点防御，此枚丹药服用超过100颗会产生丹毒。		116			130	130																					400
5030	四品体魄仙丹	1	19	99	13		1		39	390	1	永久增加1300点生命，此枚丹药服用超过100颗会产生丹毒。		117																							1300		400
5031	四品灵动仙丹	1	19	99	13		1		39	390	1	永久增加130点闪避，此枚丹药服用超过100颗会产生丹毒。		118													130	130											400
5032	四品血煞仙丹	1	19	99	13		1		39	390	1	永久增加130点暴击，此枚丹药服用超过100颗会产生丹毒。		119															130	130									400
5033	四品雷元仙丹	1	19	99	13		1		39	390	1	永久增加130点雷抗，此枚丹药服用超过100颗会产生丹毒。		120																					130	130			400
5034	四品风行仙丹	1	19	99	13		1		39	390	1	永久增加130点速度，此枚丹药服用超过100颗会产生丹毒。		121																	130	130							400
5035	四品天罡仙丹	1	19	99	13		1		39	390	1	永久增加130点对鬼族伤害，此枚丹药服用超过100颗会产生丹毒。		122									130	130															400
5036	四品镇妖仙丹	1	19	99	13		1		39	390	1	永久增加130点对妖族伤害，此枚丹药服用超过100颗会产生丹毒。		123					130	130																			400
5037	五品洗髓仙丹	1	19	99	14		1		42	420	1	永久增加140点攻击，此枚丹药服用超过100颗会产生丹毒。		115	140	140																							500
5038	五品浑天仙丹	1	19	99	14		1		42	420	1	永久增加140点防御，此枚丹药服用超过100颗会产生丹毒。		116			140	140																					500
5039	五品体魄仙丹	1	19	99	14		1		42	420	1	永久增加1400点生命，此枚丹药服用超过100颗会产生丹毒。		117																							1400		500
5040	五品灵动仙丹	1	19	99	14		1		42	420	1	永久增加140点闪避，此枚丹药服用超过100颗会产生丹毒。		118													140	140											500
5041	五品血煞仙丹	1	19	99	14		1		42	420	1	永久增加140点暴击，此枚丹药服用超过100颗会产生丹毒。		119															140	140									500
5042	五品雷元仙丹	1	19	99	14		1		42	420	1	永久增加140点雷抗，此枚丹药服用超过100颗会产生丹毒。		120																					140	140			500
5043	五品风行仙丹	1	19	99	14		1		42	420	1	永久增加140点速度，此枚丹药服用超过100颗会产生丹毒。		121																	140	140							500
5044	五品天罡仙丹	1	19	99	14		1		42	420	1	永久增加140点对鬼族伤害，此枚丹药服用超过100颗会产生丹毒。		122									140	140															500
5045	五品镇妖仙丹	1	19	99	14		1		42	420	1	永久增加140点对妖族伤害，此枚丹药服用超过100颗会产生丹毒。		123					140	140																			500
5046	六品洗髓仙丹	1	19	99	15		1		45	450	1	永久增加150点攻击，此枚丹药服用超过100颗会产生丹毒。		115	150	150																							600
5047	六品浑天仙丹	1	19	99	15		1		45	450	1	永久增加150点防御，此枚丹药服用超过100颗会产生丹毒。		116			150	150																					600
5048	六品体魄仙丹	1	19	99	15		1		45	450	1	永久增加1500点生命，此枚丹药服用超过100颗会产生丹毒。		117																							1500		600
5049	六品灵动仙丹	1	19	99	15		1		45	450	1	永久增加150点闪避，此枚丹药服用超过100颗会产生丹毒。		118													150	150											600
5050	六品血煞仙丹	1	19	99	15		1		45	450	1	永久增加150点暴击，此枚丹药服用超过100颗会产生丹毒。		119															150	150									600
